,epoch,train_mse,train_r2,test_mse,test_r2,grad_norm
0,0,0.0797059836960028,0.17097270488739014,0.02382523473352194,0.7533981800079346,inf
1,1,0.03654550128276386,0.6209406852722168,0.029073061305098236,0.697378933429718,5.622305957097856
2,2,0.02898743145522617,0.6982674598693848,0.018681777466554195,0.8061484098434448,4.0958902646624855
3,3,0.028875007353249996,0.6991294026374817,0.021903256187215447,0.77105712890625,inf
4,4,0.03078291088431364,0.6796795725822449,0.01217874197755009,0.8734715580940247,3.5581068443873574
5,5,0.01602845893995393,0.8333528637886047,0.012722737446893007,0.8678393959999084,2.1773507774822294
6,6,0.013760552689847019,0.8566943407058716,0.007587963773403317,0.9210282564163208,1.93902340152907
7,7,0.011196457071318514,0.8837393522262573,0.009341984841739759,0.9028216004371643,1.7517487927088662
8,8,0.009382426827436402,0.9021063446998596,0.009622917539672926,0.899450957775116,1.4587297732867892
9,9,0.01016897303865306,0.8939664363861084,0.007218206621473655,0.924755871295929,1.6123851272794936
10,10,0.007577199060174208,0.9211891889572144,0.007213909440906718,0.9250848889350891,1.258822750004511
11,11,0.006423952752753856,0.9333235025405884,0.005455177277326584,0.9433421492576599,1.0113743023266868
12,12,0.006556075221548478,0.9324605464935303,0.007339506060816348,0.9234864115715027,1.1476779348320432
13,13,0.0059818343355483,0.9379448294639587,0.004844654118642211,0.949901819229126,1.1077341408956618
14,14,0.005619679374383792,0.9417110681533813,0.006856331252492964,0.9287430644035339,0.9847341387990921
15,15,0.004246600715088702,0.9558772444725037,0.0035197090182919055,0.9635435938835144,0.70805704948448
16,16,0.004221978427339641,0.9562883377075195,0.0032838516199262813,0.9657820463180542,0.722015919902968
17,17,0.005048217174286644,0.9474722146987915,0.004116423180676065,0.9570573568344116,1.0414911059160081
18,18,0.0034599830433430655,0.9640214443206787,0.003291986882686615,0.9656774997711182,0.6221780346499549
19,19,0.0032112868170120885,0.9667455554008484,0.003218573867343366,0.9667189121246338,0.619756337905687
20,20,0.002954786854042184,0.9694262742996216,0.0036051185452379286,0.9624202847480774,0.5758531959283919
21,21,0.0034934188209710614,0.9637958407402039,0.00548106589121744,0.9424458146095276,0.7159543940945278
22,22,0.002629397239255172,0.9727715849876404,0.0025376434350619093,0.9734633564949036,0.47683909145139514
23,23,0.002382180546336467,0.9753357172012329,0.002170400184695609,0.9775891304016113,0.46397551657661557
24,24,0.0026117308372040353,0.9729384183883667,0.0028957871109014377,0.969883382320404,0.5918619732062022
25,25,0.0019952864866585487,0.979439914226532,0.002455085974361282,0.9743599891662598,0.4123263879427834
26,26,0.0023104220754393036,0.9761096239089966,0.0021872762517887168,0.9772177934646606,0.5482478176080992
27,27,0.002396258941319372,0.9752023816108704,0.00302255830320064,0.9684733152389526,0.5562927578649823
28,28,0.0020789148282289267,0.9784724712371826,0.0019261601264588535,0.9798896908760071,0.4702322989229172
29,29,0.0016375071450417478,0.983077883720398,0.001797399811039213,0.9812941551208496,0.3288534277133525
30,30,0.001561467496988674,0.9838810563087463,0.001739708794048056,0.981940746307373,0.3753535281571131
31,31,0.0014658221690398124,0.9848339557647705,0.0014174871175782755,0.9853249192237854,0.2991874563315558
32,32,0.0014644927956858679,0.9849164485931396,0.0018365656942478381,0.9807180762290955,0.3393600470726452
33,33,0.0013535234278866223,0.9859487414360046,0.001269714324735105,0.9868825674057007,0.30163473387559253
34,34,0.0015028664871813758,0.9845266342163086,0.0017494178609922528,0.9816492199897766,0.43134525039839366
35,35,0.0013421759894487286,0.9861514568328857,0.0014877099602017552,0.9844328761100769,0.3404848480981494
36,36,0.0012073601523990788,0.9875487089157104,0.0012590629266924225,0.9868786931037903,0.3034667708570995
37,37,0.001151532860517147,0.9881123900413513,0.0012302443356020376,0.9871209859848022,0.28734169498322504
38,38,0.0011384536009577532,0.9882630109786987,0.0017574649973539636,0.9816634654998779,0.2721364795570336
39,39,0.0010792089142053136,0.9889081120491028,0.001170345080026891,0.9878765344619751,0.3176488812480654
40,40,0.0010226333536030282,0.9894306063652039,0.001537477241072338,0.9839762449264526,0.26601235864181366
41,41,0.0008992217434939765,0.990729033946991,0.0011534101686265785,0.9880034923553467,0.23551841192538775
42,42,0.0011326233082125702,0.9883313179016113,0.0018888272388721816,0.9802792072296143,0.3082443830512819
43,43,0.001051985801914559,0.9891490340232849,0.0011723726383934263,0.9877665638923645,0.2893779094493578
44,44,0.001048949391891559,0.9891980290412903,0.0022040919211576693,0.9769492745399475,0.2893980639794516
45,45,0.0010558329762831804,0.9890826344490051,0.0013198193337302655,0.9862490892410278,0.31584780746036106
46,46,0.0009439276514707931,0.9902576208114624,0.0010789176558319014,0.9887645244598389,0.29644573397106594
47,47,0.0008696777882823158,0.9910573959350586,0.0008832350904413033,0.9908121824264526,0.2520781835866353
48,48,0.0007699697263657101,0.9921051859855652,0.0011235928468522616,0.9882297515869141,0.2212910804720152
49,49,0.0009878533421128633,0.9898010492324829,0.0011027878026652616,0.9885472655296326,0.31567922778545865
50,50,0.0008569853611305238,0.9911836981773376,0.001000916938210139,0.9896483421325684,0.23567151431999508
51,51,0.0008253282451603029,0.9915390014648438,0.0011155922911711968,0.9883413910865784,0.23924818859686928
52,52,0.0008665498536420129,0.9910804629325867,0.0009938309012795798,0.9896414279937744,0.2809232332640224
53,53,0.000856841304561212,0.9911880493164062,0.0010615416540531442,0.9889561533927917,0.24601578718376538
54,54,0.0008237059736284353,0.9914929270744324,0.0010830684841494076,0.9887375235557556,0.2541978233863437
55,55,0.0008352549269884115,0.9914097189903259,0.001003106761345407,0.9895252585411072,0.26441810628961004
56,56,0.0007881169698925482,0.9919140934944153,0.0014070357356104068,0.9853693246841431,0.2424820733094026
57,57,0.0008269891915251575,0.9914705753326416,0.001296170252317097,0.9864706993103027,0.2308327436210617
58,58,0.0007972978475865804,0.991757869720459,0.000867507464135997,0.990935206413269,0.22805407436357605
59,59,0.0008194409749685003,0.9916028380393982,0.0015029635615064763,0.9843935966491699,0.268617420679047
60,60,0.0008534069398477201,0.9911927580833435,0.0009266119304811582,0.9903811812400818,0.25676971206825877
61,61,0.0007079296439538695,0.9927220940589905,0.0009092281434277538,0.9905365705490112,0.24082673471125346
62,62,0.0006682053661077387,0.9931426644325256,0.0008128246772685088,0.9915957450866699,0.2042792665343436
63,63,0.0005964656870457388,0.9939079880714417,0.0009675881519797258,0.9899390935897827,0.1682403221253365
64,64,0.0010262068586483124,0.9893984794616699,0.00134302832884714,0.9860206246376038,0.3175231431211744
65,65,0.0007264291671740394,0.9924980401992798,0.0007419390203722287,0.9922892451286316,0.21966689517573704
66,66,0.0005642531281669758,0.9942012429237366,0.0007403625459119212,0.9922670722007751,0.1661682581854245
67,67,0.0006309309115056836,0.9935266375541687,0.0007473088080587331,0.9922569394111633,0.19874617528347743
68,68,0.0005786734395697418,0.9940498471260071,0.000942653052334208,0.9901993870735168,0.17449208325336849
69,69,0.000591351764298798,0.9939345717430115,0.0011669886516756378,0.9878597855567932,0.18211923586943793
70,70,0.0008326887683425513,0.9914093613624573,0.0012488512002164498,0.9869815111160278,0.2922938104186739
71,71,0.0007991180921505604,0.9917864203453064,0.0008717682976566721,0.9909369349479675,0.23204054754404796
