,epoch,train_mse,train_r2,test_mse,test_r2
0,0,0.03044916518777609,0.6886324882507324,0.011812523822300136,0.8691115379333496
1,1,0.011687432382255792,0.8793708682060242,0.012209264852572232,0.8641343712806702
2,2,0.01171749821677804,0.8790926337242126,0.009192703932058066,0.8982316255569458
3,3,0.011071621663868427,0.8857660293579102,0.010329734199331142,0.8855829834938049
4,4,0.010841116469353438,0.8880398869514465,0.009235365709173493,0.8969863653182983
5,5,0.010690753847360611,0.8894645571708679,0.009415539519977756,0.8951655626296997
6,6,0.010685273237526417,0.8897151350975037,0.00941230499302037,0.8953317999839783
7,7,0.01005923843383789,0.8962698578834534,0.009016908370540477,0.8994781970977783
8,8,0.009711839675903321,0.8997812271118164,0.008296549363876693,0.9081822037696838
9,9,0.009568645484745503,0.901581883430481,0.008502502882038243,0.9058999419212341
10,10,0.009511890564113855,0.9017993211746216,0.008831092782202177,0.9017536044120789
11,11,0.00963684083148837,0.9004188776016235,0.00919331882323604,0.897614061832428
12,12,0.009507386147975921,0.9018276929855347,0.008078355487668887,0.9101285338401794
13,13,0.009244329020380974,0.9044259786605835,0.008524246688466519,0.9055745005607605
14,14,0.00933522929251194,0.9037330150604248,0.008762370911426842,0.9025211334228516
15,15,0.009316921230405568,0.9038656949996948,0.008936671583796851,0.9007847309112549
16,16,0.00925936532393098,0.9043506383895874,0.008378593280212954,0.9071028232574463
17,17,0.009179756343364716,0.9051930904388428,0.00814262188214343,0.9095029234886169
18,18,0.009123816732317208,0.9057301878929138,0.008536450841347687,0.9047876596450806
19,19,0.00916502656787634,0.9054439663887024,0.008844200288876891,0.901698887348175
20,20,0.00912408934906125,0.9059455394744873,0.008390337519813329,0.9070526957511902
21,21,0.009133288148790598,0.9059576392173767,0.008157516276696697,0.9093693494796753
22,22,0.00917228639125824,0.9052372574806213,0.008239026734372601,0.9084285497665405
23,23,0.009020567309111356,0.9070649743080139,0.008341454624314792,0.907106339931488
24,24,0.00909983504936099,0.9060226678848267,0.00801134470384568,0.910834014415741
25,25,0.00890987479314208,0.9080709218978882,0.008297898661112413,0.9078719615936279
26,26,0.008907886434346438,0.9080835580825806,0.008537127578165382,0.9051212668418884
27,27,0.009024139039218426,0.9069358706474304,0.008213095992687158,0.9089193344116211
28,28,0.008985626339912414,0.9072641134262085,0.008522901509422809,0.905450165271759
29,29,0.008995485424995422,0.9072178602218628,0.00824401932186447,0.908304750919342
30,30,0.008869849268347024,0.908394455909729,0.007941011150251143,0.9119017124176025
31,31,0.00879974915832281,0.9090873599052429,0.008111891016596928,0.9096952676773071
32,32,0.008743896920233965,0.9097903966903687,0.008672102121636271,0.9038231372833252
33,33,0.008805825140327215,0.9091208577156067,0.00787941123417113,0.912675142288208
34,34,0.008726511262357234,0.9098681211471558,0.007861133839469403,0.9125478863716125
35,35,0.008537020474672318,0.9118967056274414,0.00771558764972724,0.914512574672699
36,36,0.008437336765229703,0.9129210710525513,0.007422270587994717,0.9171396493911743
37,37,0.008485735423862934,0.9125391840934753,0.007611231674673036,0.9152230024337769
38,38,0.008426330421119928,0.9130159616470337,0.007344593162997626,0.9182811975479126
39,39,0.008078757181763648,0.9165760278701782,0.007767887087538838,0.913600742816925
40,40,0.008147703044116498,0.9157512784004211,0.00765618882724084,0.9146705865859985
41,41,0.008123974818736314,0.9160477519035339,0.007974861902766861,0.9109493494033813
42,42,0.007979475539177655,0.9175347685813904,0.007182476329035126,0.9201731085777283
