,epoch,train_mse,train_r2,test_mse,test_r2
0,0,0.0866561664789915,0.17210078239440918,0.02587474213214591,0.73612380027771
1,1,0.020215226337313652,0.8223655819892883,0.017503799055702984,0.8181391954421997
2,2,0.01904960421472788,0.8215160369873047,0.01894549821736291,0.7975260019302368
3,3,0.016443768069148063,0.8417301774024963,0.010728772758739069,0.8863065242767334
4,4,0.01486137706041336,0.8531508445739746,0.01319691917160526,0.8560859560966492
5,5,0.01591670086607337,0.8393245935440063,0.01272908310056664,0.8605469465255737
6,6,0.015359585754573345,0.8439969420433044,0.013937710522441193,0.8465206623077393
7,7,0.013633345786482096,0.8608165383338928,0.012468355766031891,0.8613608479499817
8,8,0.013689930394291878,0.8595083355903625,0.021765848563518375,0.7572888135910034
9,9,0.012258830782026052,0.8744217157363892,0.036156674730591476,0.5974565744400024
10,10,0.008732925342395902,0.9102572202682495,0.027679066639393568,0.6925375461578369
11,11,0.007774488655850291,0.9199975728988647,0.006734483249601908,0.9250679612159729
12,12,0.006656470045447349,0.9315488338470459,0.004279861845134292,0.9532084465026855
13,13,0.0051792074982076886,0.9467612504959106,0.003188253853295464,0.9646618366241455
14,14,0.005408083286136389,0.9444884061813354,0.006094609896535985,0.9326469898223877
15,15,0.005254465564154089,0.9460247159004211,0.008184298232663423,0.9089193344116211
16,16,0.004644345076754689,0.9522730708122253,0.002653656199981924,0.9708006978034973
17,17,0.0036435293359681964,0.9626125693321228,0.0024540538288420066,0.972917914390564
18,18,0.005062755952589214,0.9479230046272278,0.005133609316544607,0.9429700970649719
19,19,0.0045878952890634535,0.9528824687004089,0.003116651132586412,0.9653591513633728
20,20,0.004121131156571209,0.9577557444572449,0.007030227498034947,0.9222143888473511
21,21,0.006920674204826355,0.9288467764854431,0.0023233057763718534,0.9746000170707703
22,22,0.0038523080991581084,0.9603934288024902,0.0025061336418730207,0.9722691774368286
23,23,0.00406572110299021,0.9582901000976562,0.002220796814071946,0.9754629135131836
24,24,0.0035880583403632045,0.9631515741348267,0.0033627320153755136,0.9628485441207886
25,25,0.0031672005755826833,0.9675368070602417,0.007508807859267108,0.9164583683013916
26,26,0.0037544870041310787,0.9614558219909668,0.0022571055342268664,0.9750695824623108
27,27,0.003189010340720415,0.9673106670379639,0.00318467291072011,0.9648371934890747
